collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.enterer,collection.reference_no,pubyr,state,county,latdec,lngdec,geogscale,spatial_resolution,geogcomments,10_my_bin,ma_max,ma_min,ma_mid,zone,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution2,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created
82648,PaleoDB,A. Hendy,,Baculites,,minerensis,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.347,local area,,"SPECIFIC LOCATION: Milk River, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From lower part of  formation.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:09
82648,PaleoDB,A. Hendy,,Baculites,,obtusus,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.347,local area,,"SPECIFIC LOCATION: Milk River, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From lower part of  formation.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:09
82648,PaleoDB,A. Hendy,,Baculites,,aquilaensis,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.347,local area,,"SPECIFIC LOCATION: Milk River, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From lower part of  formation.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:09
82649,PaleoDB,A. Hendy,,Baculites,,ovatus,,,,,A. Hendy,27815,1937,Alberta,,49.185,-111.892,outcrop,,"SPECIFIC LOCATION: Verdigris Coulee, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From lower part of  formation.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:10
82650,PaleoDB,A. Hendy,,Baculites,,ovatus,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.147,outcrop,,"SPECIFIC LOCATION: Bear Gulch, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,Bear Gulch,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Bear Gulch Mbr of the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From unknown part of the Bear Gulch Mbr.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:14
82650,PaleoDB,A. Hendy,,Baculites,,aquilaensis,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.147,outcrop,,"SPECIFIC LOCATION: Bear Gulch, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,Bear Gulch,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Bear Gulch Mbr of the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From unknown part of the Bear Gulch Mbr.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:14
82651,PaleoDB,A. Hendy,,Baculites,,asperiformis,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.347,local area,,"SPECIFIC LOCATION: Milk River, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,Bear Gulch,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Bear Gulch Mbr of the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From unknown part of the Bear Gulch Mbr.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:16
82652,PaleoDB,A. Hendy,,Baculites,,ovatus,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.81,outcrop,,"SPECIFIC LOCATION: Bear Gulch, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,Bear Gulch,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Bear Gulch Mbr of the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From unknown part of the Bear Gulch Mbr.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:17
82652,PaleoDB,A. Hendy,,Placenticeras,,meeki,,,,,A. Hendy,27815,1937,Alberta,,49.98,-111.81,outcrop,,"SPECIFIC LOCATION: Bear Gulch, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,Bear Gulch,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Bear Gulch Mbr of the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From unknown part of the Bear Gulch Mbr.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:17
82653,PaleoDB,A. Hendy,,Baculites,,ovatus,,,,,A. Hendy,27815,1937,Alberta,,49.127,-111.147,outcrop,,"SPECIFIC LOCATION: Halfbreed Creek, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,Bear Gulch,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Bear Gulch Mbr of the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From unknown part of the Bear Gulch Mbr.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:18
82653,PaleoDB,A. Hendy,,Baculites,,mclearni,,,,,A. Hendy,27815,1937,Alberta,,49.127,-111.147,outcrop,,"SPECIFIC LOCATION: Halfbreed Creek, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,Bear Gulch,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Bear Gulch Mbr of the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From unknown part of the Bear Gulch Mbr.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic, probably shale. LITHIFICATION: Poorly-lithified.",,poorly lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",30/07/2008 18:18
82672,PaleoDB,A. Hendy,,Baculites,,ovatus,,,,,A. Hendy,27815,1937,Alberta,,49.1,-111.214,outcrop,,"SPECIFIC LOCATION: Halfbreed Creek, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From the upper Pakowki Fm.","SPECIFIC LITHOLOGY: Not stated in text, but certainly siliciclastic. LITHIFICATION: Poorly-lithified.",,lithified,,"""siliciclastic""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",31/07/2008 06:04
82675,PaleoDB,A. Hendy,,Baculites,,haresi,,,,,A. Hendy,27815,1937,Alberta,,49.185,-111.892,outcrop,,"SPECIFIC LOCATION: Verdigris Coulee, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From the upper Pakowki Fm.",SPECIFIC LITHOLOGY: Sandstone. LITHIFICATION: Lithified.,,lithified,,"""siliciclastic""",Y,,,,,Y,coastal indet.,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Coastal siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",31/07/2008 06:19
